date,Unnamed: 0,index,Date_reported,Country,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Case_pct_change,Mortality_rate
2020-10-31,118040,118040,2020-10-31,United Kingdom,23350,1023713,274,46229,-0.011347277500211694,4.515816444648061
2020-11-01,118041,118041,2020-11-01,United Kingdom,22683,1046396,326,46555,-0.028565310492505325,4.449080462845806
2020-11-02,118042,118042,2020-11-02,United Kingdom,16490,1062886,162,46717,-0.27302385046069744,4.39529733198104
2020-11-03,118043,118043,2020-11-03,United Kingdom,15757,1078643,136,46853,-0.04445118253486957,4.343698517489105
2020-11-04,118044,118044,2020-11-04,United Kingdom,31510,1110153,397,47250,0.999746144570667,4.256170095473326
2020-11-05,118045,118045,2020-11-05,United Kingdom,25586,1135739,492,47742,-0.18800380831482066,4.203606638497049
2020-11-06,118046,118046,2020-11-06,United Kingdom,23683,1159422,378,48120,-0.07437661220980218,4.150343878242779
2020-11-07,118047,118047,2020-11-07,United Kingdom,23748,1183170,355,48475,0.0027445847232192566,4.097044380773685
2020-11-08,118048,118048,2020-11-08,United Kingdom,23330,1206500,413,48888,-0.01760148223008251,4.052051388313303
2020-11-09,118049,118049,2020-11-09,United Kingdom,18525,1225025,156,49044,-0.20595799399914272,4.0035101324462765
2020-11-10,118050,118050,2020-11-10,United Kingdom,19959,1244984,194,49238,0.07740890688259117,3.9549102639070064
2020-11-11,118051,118051,2020-11-11,United Kingdom,31051,1276035,532,49770,0.5557392654942632,3.9003632345507766
2020-11-12,118052,118052,2020-11-12,United Kingdom,27427,1303462,595,50365,-0.11671121703004739,3.863940797660385
2020-11-13,118053,118053,2020-11-13,United Kingdom,27363,1330825,563,50928,-0.00233346702154813,3.8267991659309075
